-3.510000	-3.260000	-2.060000	-2.740000	-3.990000	-3.650000	-2.690000	-2.240000	-3.290000	-4.450000	-5.020000	-1.910000	-4.420000	-4.430000	-1.780000	-2.490000	-2.380000	-4.660000	-3.960000	-3.860000
-3.260000	-3.980000	-2.670000	-3.920000	-4.410000	-4.130000	-4.050000	-2.710000	-3.240000	-4.290000	-5.010000	-2.110000	-4.130000	-4.510000	-2.430000	-2.780000	-2.430000	-4.540000	-4.320000	-3.700000
-2.060000	-2.670000	-1.990000	-2.500000	-1.760000	-3.000000	-2.430000	-1.630000	-3.050000	-3.420000	-3.940000	-1.630000	-3.050000	-3.890000	-1.010000	-2.130000	-2.050000	-3.310000	-3.140000	-2.760000
-2.740000	-3.920000	-2.500000	-2.470000	-3.560000	-3.150000	-2.350000	-1.840000	-2.930000	-3.460000	-4.160000	-2.470000	-3.690000	-3.520000	-1.240000	-2.340000	-2.410000	-3.810000	-3.630000	-3.280000
-3.990000	-4.410000	-1.760000	-3.560000	-7.230000	-4.370000	-3.020000	-3.430000	-4.790000	-5.530000	-6.130000	-2.280000	-5.070000	-4.810000	-2.970000	-3.410000	-2.920000	-4.700000	-4.710000	-4.820000
-3.650000	-4.130000	-3.000000	-3.150000	-4.370000	-4.710000	-3.450000	-3.020000	-4.200000	-4.650000	-5.360000	-2.560000	-4.460000	-4.890000	-2.670000	-3.060000	-3.440000	-4.870000	-4.750000	-4.290000
-2.690000	-4.050000	-2.430000	-2.350000	-3.020000	-3.450000	-2.850000	-1.580000	-3.150000	-3.990000	-4.350000	-2.830000	-3.760000	-4.100000	-1.700000	-2.570000	-2.340000	-3.840000	-3.620000	-3.200000
-2.240000	-2.710000	-1.630000	-1.840000	-3.430000	-3.020000	-1.580000	-1.770000	-2.470000	-3.500000	-3.790000	-1.320000	-3.020000	-3.760000	-1.010000	-1.680000	-1.810000	-3.770000	-3.340000	-2.770000
-3.290000	-3.240000	-3.050000	-2.930000	-4.790000	-4.200000	-3.150000	-2.470000	-3.080000	-4.550000	-4.850000	-2.140000	-4.470000	-3.820000	-1.800000	-3.120000	-2.730000	-4.500000	-3.780000	-4.140000
-4.450000	-4.290000	-3.420000	-3.460000	-5.530000	-4.650000	-3.990000	-3.500000	-4.550000	-5.970000	-6.670000	-2.880000	-5.370000	-6.110000	-3.090000	-3.470000	-3.610000	-5.790000	-5.390000	-5.310000
-5.020000	-5.010000	-3.940000	-4.160000	-6.130000	-5.360000	-4.350000	-3.790000	-4.850000	-6.670000	-7.160000	-3.240000	-6.240000	-6.650000	-3.750000	-4.120000	-4.280000	-6.400000	-5.670000	-6.030000
-1.910000	-2.110000	-1.630000	-2.470000	-2.280000	-2.560000	-2.830000	-1.320000	-2.140000	-2.880000	-3.240000	-1.020000	-2.360000	-2.700000	-0.500000	-1.910000	-1.640000	-3.120000	-2.640000	-2.190000
-4.420000	-4.130000	-3.050000	-3.690000	-5.070000	-4.460000	-3.760000	-3.020000	-4.470000	-5.370000	-6.240000	-2.360000	-5.890000	-5.580000	-3.110000	-3.330000	-3.330000	-5.490000	-5.010000	-5.160000
-4.430000	-4.510000	-3.890000	-3.520000	-4.810000	-4.890000	-4.100000	-3.760000	-3.820000	-6.110000	-6.650000	-2.700000	-5.580000	-6.450000	-3.460000	-4.010000	-3.850000	-5.720000	-5.330000	-5.330000
-1.780000	-2.430000	-1.010000	-1.240000	-2.970000	-2.670000	-1.700000	-1.010000	-1.800000	-3.090000	-3.750000	-0.500000	-3.110000	-3.460000	-0.830000	-1.560000	-1.240000	-3.960000	-2.920000	-2.430000
-2.490000	-2.780000	-2.130000	-2.340000	-3.410000	-3.060000	-2.570000	-1.680000	-3.120000	-3.470000	-4.120000	-1.910000	-3.330000	-4.010000	-1.560000	-2.140000	-2.220000	-2.860000	-3.430000	-2.950000
-2.380000	-2.430000	-2.050000	-2.410000	-2.920000	-3.440000	-2.340000	-1.810000	-2.730000	-3.610000	-4.280000	-1.640000	-3.330000	-3.850000	-1.240000	-2.220000	-2.120000	-3.480000	-3.330000	-2.870000
-4.660000	-4.540000	-3.310000	-3.810000	-4.700000	-4.870000	-3.840000	-3.770000	-4.500000	-5.790000	-6.400000	-3.120000	-5.490000	-5.720000	-3.960000	-2.860000	-3.480000	-5.160000	-5.120000	-4.700000
-3.960000	-4.320000	-3.140000	-3.630000	-4.710000	-4.750000	-3.620000	-3.340000	-3.780000	-5.390000	-5.670000	-2.640000	-5.010000	-5.330000	-2.920000	-3.430000	-3.330000	-5.120000	-4.580000	-4.540000
-3.860000	-3.700000	-2.760000	-3.280000	-4.820000	-4.290000	-3.200000	-2.770000	-4.140000	-5.310000	-6.030000	-2.190000	-5.160000	-5.330000	-2.430000	-2.950000	-2.870000	-4.700000	-4.540000	-4.860000
