-0.047900	0.104900	0.104900	0.101800	-0.108500	-0.045700	0.134600	0.184400	0.026600	-0.073700	-0.171100	0.069100	-0.084700	-0.111900	0.146200	0.046400	0.031000	-0.088000	-0.140800	-0.143100
0.104900	0.030600	-0.015000	-0.185900	0.054400	0.005900	-0.351100	-0.025100	-0.018400	-0.026600	-0.065100	0.083900	-0.016300	-0.090400	-0.061400	0.044200	-0.021000	-0.207000	-0.136900	0.047500
0.104900	-0.015000	-0.091700	0.019200	-0.084400	-0.005000	0.114600	0.119600	0.038600	0.148500	0.089000	-0.038100	0.012400	0.001800	0.156000	0.145200	0.015500	-0.025000	-0.114900	0.118000
0.101800	-0.185900	0.019200	0.084000	0.116900	-0.072800	0.158100	0.111500	-0.074900	0.189200	0.267300	-0.115400	-0.019700	0.082700	0.238600	0.042400	0.104300	-0.012400	-0.116500	0.272800
-0.108500	0.054400	-0.084400	0.116900	-1.044200	0.071500	0.155000	-0.098200	-0.070100	-0.223500	-0.130500	-0.033000	-0.055700	-0.326200	0.054500	-0.013200	-0.001300	-0.117600	-0.244400	-0.234900
-0.045700	0.005900	-0.005000	-0.072800	0.071500	-0.055000	-0.041300	0.171000	-0.012500	-0.048000	-0.017200	-0.073500	-0.103800	-0.017100	0.112700	0.116900	-0.024300	-0.054000	-0.143100	0.106100
0.134600	-0.351100	0.114600	0.158100	0.155000	-0.041300	0.125900	0.231100	-0.082700	0.110300	0.080200	-0.240300	0.063700	0.088500	0.224100	0.082300	0.067500	-0.096700	-0.052200	0.101000
0.184400	-0.025100	0.119600	0.111500	-0.098200	0.171000	0.231100	0.221900	0.097900	0.117400	0.078200	0.196300	-0.057300	0.078900	0.213100	0.107500	0.176300	-0.156700	-0.017600	0.185900
0.026600	-0.018400	0.038600	-0.074900	-0.070100	-0.012500	-0.082700	0.097900	0.000500	-0.032600	-0.016900	0.039000	-0.034500	-0.125000	0.029500	-0.000500	0.068100	-0.020000	-0.197600	-0.003900
-0.073700	-0.026600	0.148500	0.189200	-0.223500	-0.048000	0.110300	0.117400	-0.032600	-0.585200	-0.511200	0.068200	-0.213700	-0.379100	0.088200	0.033200	-0.070000	-0.196100	-0.316400	-0.422300
-0.171100	-0.065100	0.089000	0.267300	-0.130500	-0.017200	0.080200	0.078200	-0.016900	-0.511200	-0.506700	0.054300	-0.182200	-0.545000	0.074500	0.095900	-0.031600	-0.263900	-0.261400	-0.459300
0.069100	0.083900	-0.038100	-0.115400	-0.033000	-0.073500	-0.240300	0.196300	0.039000	0.068200	0.054300	0.121600	0.086600	-0.041600	0.109900	0.169000	0.046700	-0.115200	-0.112000	0.060900
-0.084700	-0.016300	0.012400	-0.019700	-0.055700	-0.103800	0.063700	-0.057300	-0.034500	-0.213700	-0.182200	0.086600	-0.105900	-0.178500	-0.006900	0.018500	0.001800	-0.077500	-0.162100	-0.212700
-0.111900	-0.090400	0.001800	0.082700	-0.326200	-0.017100	0.088500	0.078900	-0.125000	-0.379100	-0.545000	-0.041600	-0.178500	-0.308800	-0.060400	0.039800	-0.112000	-0.340500	-0.421200	-0.400100
0.146200	-0.061400	0.156000	0.238600	0.054500	0.112700	0.224100	0.213100	0.029500	0.088200	0.074500	0.109900	-0.006900	-0.060400	0.107700	0.162600	0.190800	-0.091000	-0.132600	0.086800
0.046400	0.044200	0.145200	0.042400	-0.013200	0.116900	0.082300	0.107500	-0.000500	0.033200	0.095900	0.169000	0.018500	0.039800	0.162600	0.094100	0.022800	-0.080200	0.021400	0.176600
0.031000	-0.021000	0.015500	0.104300	-0.001300	-0.024300	0.067500	0.176300	0.068100	-0.070000	-0.031600	0.046700	0.001800	-0.112000	0.190800	0.022800	0.015000	0.005200	-0.144500	0.011900
-0.088000	-0.207000	-0.025000	-0.012400	-0.117600	-0.054000	-0.096700	-0.156700	-0.020000	-0.196100	-0.263900	-0.115200	-0.077500	-0.340500	-0.091000	-0.080200	0.005200	-0.106600	-0.320900	-0.289800
-0.140800	-0.136900	-0.114900	-0.116500	-0.244400	-0.143100	-0.052200	-0.017600	-0.197600	-0.316400	-0.261400	-0.112000	-0.162100	-0.421200	-0.132600	0.021400	-0.144500	-0.320900	-0.279300	-0.279200
-0.143100	0.047500	0.118000	0.272800	-0.234900	0.106100	0.101000	0.185900	-0.003900	-0.422300	-0.459300	0.060900	-0.212700	-0.400100	0.086800	0.176600	0.011900	-0.289800	-0.279200	-0.519300
